key,category,description,duration,Total Time,durationInVehicle,Time in Vehicle,location,timestamp,userID,username,date
-KjiGbvrj62G8CJsuK9D,Miscs,Description of the activity...,14040,3.9,779,0.21638888888888888,Home,516044049,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-09 13:34:09
-Kjj6AisZc3uhC53KYwH,Miscs,Description of the activity...,1229,0.3413888888888889,775,0.2152777777777778,Home,516058089,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-09 17:28:09
-KjjArkvpijMlJOjVy7S,To Home,Description of the activity...,134451,37.3475,49670,13.797222222222222,Miscs,516059318,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-09 17:48:38
-KjrBkqnxvPRScfAnQ6b,To School,Description of the activity...,1070,0.2972222222222222,604,0.16777777777777778,Home,516193769,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-11 07:09:29
-KjrFpzG4QgecHquGw4z,To Work,Description of the activity...,33552,9.32,1549,0.43027777777777776,School,516194839,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-11 07:27:19
-KjtFpHghNfTNj99vDCR,Shopping,Description of the activity...,2412,0.67,2059,0.5719444444444445,Work,516228391,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-11 16:46:31
-KjtP1Cj2O6mmC0WHr8B,To Home,Description of the activity...,54319,15.088611111111112,1054,0.2927777777777778,Shop,516230803,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-11 17:26:43
-KjwdEistkGdExnsB67C,To School,Description of the activity...,1087,0.30194444444444446,868,0.2411111111111111,Home,516285122,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-12 08:32:02
-KjwhO0Vwvbf64fnQBLq,To Work,Description of the activity...,24407,6.779722222222222,1071,0.2975,School,516286209,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-12 08:50:09
-Kjy9UsxWNrAfXq7xs20,To School,Description of the activity...,3483,0.9675,1890,0.525,Work,516310616,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-12 15:36:56
-KjyMmGT3KFCKHH9SF_3,To Home,Description of the activity...,80062,22.239444444444445,1705,0.4736111111111111,School,516314099,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-12 16:34:59
-Kk28BYxMjGU_TPjydWm,Shopping,Description of the activity...,1750,0.4861111111111111,1514,0.42055555555555557,Work,516394161,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-13 14:49:21
-Kk2ErijSdEjN8VR7CMz,To Home,Description of the activity...,143534,39.870555555555555,630,0.175,Shop,516395911,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-13 15:18:31
-KkAnPLhoVhoviEB2_LA,To School,Description of the activity...,906,0.25166666666666665,906,0.25166666666666665,Home,516539445,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-15 07:10:45
-KkAqrXQx2RhzRG_y-u7,To Work,Description of the activity...,34684,9.634444444444444,1191,0.3308333333333333,School,516540351,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-15 07:25:51
-KkCvAKxHqEgM3itapiG,To Home,Description of the activity...,51184,14.217777777777778,1987,0.5519444444444445,Work,516575035,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-15 17:03:55
-KkFyQNHfLJdIwsY-tG_,To Work,Description of the activity...,33627,9.340833333333334,1525,0.4236111111111111,Home,516626219,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-16 07:16:59
-KkHyh3-dZ68xaVJVDbk,Shopping,Description of the activity...,1730,0.48055555555555557,1634,0.4538888888888889,Work,516659846,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-16 16:37:26
-KkI4IYA6Qr2DS2_ZpRf,To School,Description of the activity...,1172,0.32555555555555554,950,0.2638888888888889,Shop,516661576,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-16 17:06:16
-KkI8lVz_ketOaJpWkLf,To Home,Description of the activity...,49630,13.786111111111111,1278,0.355,School,516662748,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-16 17:25:48
-KkL65OJYRoACVvAj7gl,To School,Description of the activity...,1116,0.31,7,0.0019444444444444444,Home,516712378,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-17 07:12:58
-KkLALjvMuwXbi6MOg8K,To Work,Description of the activity...,34136,9.482222222222223,2073,0.5758333333333333,School,516713494,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-17 07:31:34
-KkNCZmzFIr1_JTvxuif,To Home,Description of the activity...,51132,14.203333333333333,4277,1.1880555555555556,Work,516747630,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-17 17:00:30
-KkQFc4WHB70jJjUhiOh,To Work,Description of the activity...,33257,9.238055555555556,1891,0.5252777777777777,Home,516798762,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-18 07:12:42
-KkSEUSbBCTIujN70Bxm,Miscs,Description of the activity...,52822,14.672777777777778,52048,14.457777777777778,Work,516832019,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-18 16:26:59
-KkVNzP6TpeUjkwMPCqN,To School,Description of the activity...,1014,0.2816666666666667,702,0.195,Home,516884841,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-19 07:07:21
-KkVRqxUFQfoIjPi8LBa,To Work,Description of the activity...,33688,9.357777777777779,1528,0.42444444444444446,School,516885855,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-19 07:24:15
-KkXSMlOkry0duFQTs5p,To Home,Description of the activity...,69177,19.215833333333332,65321,18.14472222222222,Work,516919543,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-19 16:45:43
-Kka_Fg9FEtrtonM7NQm,To Home,Description of the activity...,155296,43.13777777777778,155296,43.13777777777778,Shop,516988720,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-20 11:58:40
-Kkjpeb_eMhv_xNDpOAe,To School,Description of the activity...,1009,0.2802777777777778,1009,0.2802777777777778,Home,517144016,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-22 07:06:56
-KkjtVzVmf550h8g8uds,To Work,Description of the activity...,34485,9.579166666666667,1556,0.43222222222222223,School,517145025,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-22 07:23:45
-Kklx34mLPqvDGDXX0Lr,To Home,Description of the activity...,51775,14.381944444444445,4415,1.226388888888889,Work,517179510,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-22 16:58:30
-Kkp1ZUBAjo2SdcQNu0s,To School,Description of the activity...,1068,0.2966666666666667,750,0.20833333333333334,Home,517231285,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-23 07:21:25
-Kkp5dFVia0iK3tiCkfi,To Work,Description of the activity...,36436,10.12111111111111,1692,0.47,School,517232353,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-23 07:39:13
-KkrGcoQpFpavZjtrRir,Miscs,Description of the activity...,11996,3.332222222222222,1626,0.45166666666666666,Work,517268789,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-23 17:46:29
-KkrzOZXpidFaD11WjK1,To Home,Description of the activity...,36747,10.2075,1720,0.4777777777777778,Miscs,517280785,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-23 21:06:25
-KkuAZudETYK3ATCyqij,To School,Description of the activity...,1275,0.3541666666666667,622,0.17277777777777778,Home,517317532,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-24 07:18:52
-KkuFRBzaXZn55WazwTb,To Work,Description of the activity...,34090,9.469444444444445,1328,0.3688888888888889,School,517318807,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-24 07:40:07
-KkwHU430ZpZlJrXmWOn,To Home,Description of the activity...,50945,14.151388888888889,2239,0.6219444444444444,Work,517352897,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-24 17:08:17
-KkzJopqQW8PBKMrnOcy,To School,Description of the activity...,806,0.2238888888888889,806,0.2238888888888889,Home,517403842,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-25 07:17:22
-KkzMtVaiLN3wklk7M7U,To Work,Description of the activity...,35396,9.832222222222223,2305,0.6402777777777777,School,517404648,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-25 07:30:48
-Kl0Tv3Tx1e6LV5U-mlp,To Home,Description of the activity...,50201,13.944722222222222,2514,0.6983333333333334,Work,517440044,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-25 17:20:44
-Kl3TQCOtDb48tp9Gckw,To School,Description of the activity...,871,0.24194444444444443,871,0.24194444444444443,Home,517490245,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-26 07:17:25
-Kl3WjlV28fXbdtV5Xbx,To Work,Description of the activity...,33031,9.175277777777778,1192,0.33111111111111113,School,517491116,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-26 07:31:56
-Kl5Uk8tLiDK1KnZMW99,Shopping,Description of the activity...,4835,1.3430555555555554,2618,0.7272222222222222,Work,517524147,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-26 16:42:27
-Kl5mB_YaYXEnOn6du6r,To Home,Description of the activity...,825208,229.22444444444446,298,0.08277777777777778,Shop,517528982,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-05-26 18:03:02
-Klry6KnutP-Eb9cwQJy,To School,Description of the activity...,785,0.21805555555555556,785,0.21805555555555556,Home,518354190,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-05 07:16:30
-Kls062CSskpaL0_E40v,To Work,Description of the activity...,35662,9.90611111111111,1692,0.47,School,518354975,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-05 07:29:35
-Klu88ZARKGrtASyndgz,To Home,Description of the activity...,61745,17.15138888888889,57895,16.081944444444446,Work,518390637,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-05 17:23:57
-Klxog07kYzj_yk3b18B,To School,Description of the activity...,919,0.25527777777777777,746,0.20722222222222222,Home,518452382,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-06 10:33:02
-KlxsBItSFMCQ1cKLxa6,To Work,Description of the activity...,25072,6.964444444444444,1164,0.3233333333333333,School,518453301,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-06 10:48:21
-KlzMpLIHHKKfFftba7O,To Home,Description of the activity...,48564,13.49,2541,0.7058333333333333,Work,518478373,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-06 17:46:13
-Km1G4qu3IWNi7_z20r0,To School,Description of the activity...,1014,0.2816666666666667,1014,0.2816666666666667,Home,518526937,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-07 07:15:37
-Km1JxUWhslMkceShMvC,To Work,Description of the activity...,34456,9.571111111111112,1212,0.33666666666666667,School,518527951,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-07 07:32:31
-Km3NOOTpns59FIwXmuj,To Home,Description of the activity...,50582,14.050555555555556,2903,0.8063888888888889,Work,518562407,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-07 17:06:47
-Km6OLa9MozL3zy-Ae_P,To Work,Description of the activity...,182796,50.776666666666664,4048,1.1244444444444444,Home,518612989,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-08 07:09:49
-KmHHedEMbNflecBr3XS,Shopping,Description of the activity...,949,0.26361111111111113,566,0.15722222222222224,Home,518795785,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-10 09:56:25
-KmHLHKFecWrkb5ehRWh,Shopping,Description of the activity...,4101,1.1391666666666667,468,0.13,Shop,518796734,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-10 10:12:14
-KmH_vTj6Zt0R75yaw8C,To Home,Description of the activity...,8149,2.263611111111111,602,0.16722222222222222,Shop,518800835,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-10 11:20:35
-KmI4-sxUhpJk8mnp_NP,Shopping,Description of the activity...,7216,2.0044444444444443,2358,0.655,Home,518808984,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-10 13:36:24
-KmIVXd4YDaRN9Hh0M_s,To Home,Description of the activity...,681,0.18916666666666668,671,0.18638888888888888,Shop,518816200,CvG2NFL7EWQSfN4GNduRH0k49k63,Nilufar,2017-06-10 15:36:40
